1489410000;8.1725;7.4375
1489413600;13.7626315789;12.3094736842
1489417200;16.4019642857;14.6269642857
1489420800;14.9490163934;13.3967213115
1489424400;12.7931147541;11.2967213115
1489428000;11.2672131148;10.0283606557
1489431600;11.8386885246;10.6639344262
1489435200;16.5647540984;14.6854098361
1489438800;18.6603278689;16.5704918033
1489442400;22.651147541;20.1001639344
1489446000;38.5409836066;32.4931147541
1489449600;41.5844262295;34.7496721311
1489453200;43.1180327869;36.4890163934
1489456800;41.1698360656;35.5262295082
1489460400;37.0288709677;32.2664516129
1489464000;34.4440983607;30.0047540984
1489467600;34.4550819672;29.8060655738
1489471200;34.8890163934;29.8183606557
1489474800;33.6157377049;28.7903278689
1489478400;30.5096721311;26.0831147541
1489482000;27.5704918033;23.8914754098
1489485600;23.0504918033;20.4070491803
1489489200;20.831147541;18.1096721311
1489492800;21.9093442623;18.5972131148
1489496400;25.3239344262;21.8924590164
1489500000;29.6326666667;25.2598333333
1489503600;31.2260655738;26.1608196721
1489507200;31.6362295082;25.9773770492
1489510800;34.0016666667;27.6976666667
1489514400;30.9567213115;25.0795081967
1489518000;27.231147541;22.7803278689
1489521600;31.1253333333;26.6651111111
1489525200;36.7906557377;30.4139344262
1489528800;43.1908196721;34.5385245902
1489532400;39.5812903226;31.1579032258
1489536000;37.9870491803;29.3154098361
1489539600;38.1313114754;29.5581967213
1489543200;37.8362295082;29.2306557377
1489546800;40.2029508197;30.283442623
1489550400;41.9027419355;31.3169354839
1489554000;45.1619672131;33.2562295082
1489557600;50.9875409836;37.3963934426
1489561200;45.1204918033;33.597704918
1489564800;37.9513333333;29.3956666667
1489568400;34.587704918;27.677704918
1489572000;23.9259016393;21.0063934426
1489575600;18.6729508197;16.0008196721
1489579200;16.6739344262;14.7639344262
1489582800;18.7121311475;16.6331147541
1489586400;19.5368852459;16.922295082
1489590000;18.33;15.5308196721
1489593600;19.488852459;15.7029508197
1489597200;22.228852459;17.832295082
1489600800;23.0703278689;18.6937704918
1489604400;23.9801639344;19.3039344262
1489608000;25.6344262295;21.1047540984
1489611600;28.9966129032;23.8529032258
1489615200;30.7931147541;25.0575409836
1489618800;29.6529508197;23.7778688525
1489622400;30.0647540984;23.8880327869
1489626000;32.7073770492;26.1436065574
1489629600;27.9919672131;23.0152459016
1489633200;21.6003225806;18.7317741935
1489636800;24.5708196721;20.5729508197
1489640400;37.242295082;28.4727868852
